propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
land,23021514,2472.75,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,0,,False,0,,False,0,False,0
land,45218446,833.68,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,,False,20,,False,0,False,0
land,13081270,1385.14,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,0,,False,20,,False,0,False,0
office,120977,3361.03,Bagmati,Bhaktapur,Bhaktapur Municipality,12,0,semi-furnished,False,30,,False,6,True,1
home,17338012,4795.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,4,unfurnished,False,0,,False,1,False,26
land,48997956,4729.35,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,0,,False,0,,False,0,False,0
land,30255896,4139.18,Koshi,Jhapa,Birtamode Municipality,11,0,,False,16,,False,0,False,0
land,4123609,2980.65,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,,False,10,,False,0,False,0
office,125442,3287.33,Bagmati,Lalitpur,Lalitpur Metropolitan City,4,0,fully-furnished,False,10,,False,5,False,17
room,20050,667.19,Gandaki,Kaski,Pokhara Metropolitan City,25,1,semi-furnished,False,0,single,True,1,False,23
home,30094352,1481.69,Bagmati,Chitwan,Bharatpur Metropolitan City,20,2,semi-furnished,True,20,,False,1,False,9
office,43938,1468.63,Gandaki,Kaski,Pokhara Metropolitan City,24,0,unfurnished,False,20,,False,8,False,3
office,140362,303.62,Gandaki,Kaski,Pokhara Metropolitan City,29,0,semi-furnished,True,16,,False,6,True,19
room,35847,300.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,23,1,unfurnished,True,20,studio,False,3,False,21
home,23252085,4273.69,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,5,unfurnished,True,0,,False,3,False,36
office,56234,2733.52,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,16,0,unfurnished,False,16,,False,3,True,8
office,125748,2091.45,Gandaki,Kaski,Pokhara Metropolitan City,3,0,semi-furnished,False,13,,False,2,True,23
office,26618,933.98,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,semi-furnished,True,20,,False,7,True,10
home,31719739,2412.09,Koshi,Jhapa,Birtamode Municipality,1,1,semi-furnished,False,10,,False,2,False,22
home,42100868,1704.41,Koshi,Jhapa,Birtamode Municipality,16,4,semi-furnished,False,25,,False,4,False,28
room,15957,111.12,Bagmati,Bhaktapur,Bhaktapur Municipality,28,1,semi-furnished,True,0,1bhk,False,5,False,26
land,38425440,1560.61,Gandaki,Kaski,Pokhara Metropolitan City,21,0,,False,25,,False,0,False,0
land,30008025,4961.48,Gandaki,Kaski,Pokhara Metropolitan City,10,0,,False,0,,False,0,False,0
land,6333320,1945.25,Bagmati,Kathmandu,Kathmandu Metropolitan City,5,0,,False,25,,False,0,False,0
office,114945,4248.36,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,0,unfurnished,True,30,,False,5,True,2
land,4119555,1992.23,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,,False,10,,False,0,False,0
office,103305,1015.84,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,0,unfurnished,False,10,,False,1,False,20
room,16875,768.05,Koshi,Jhapa,Birtamode Municipality,11,1,fully-furnished,False,20,2bhk,True,1,False,16
home,7079048,4292.93,Bagmati,Bhaktapur,Bhaktapur Municipality,22,5,semi-furnished,False,16,,False,1,False,39
office,94499,4602.26,Bagmati,Chitwan,Bharatpur Metropolitan City,9,0,unfurnished,True,25,,False,6,False,34
land,27460868,2737.59,Bagmati,Bhaktapur,Bhaktapur Municipality,6,0,,False,10,,False,0,False,0
office,142742,2222.49,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,0,unfurnished,False,20,,False,6,False,9
land,23626152,1766.01,Bagmati,Chitwan,Bharatpur Metropolitan City,20,0,,False,16,,False,0,False,0
land,7868251,2067.35,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,,False,25,,False,0,False,0
office,32705,4296.98,Gandaki,Kaski,Pokhara Metropolitan City,21,0,fully-furnished,True,16,,False,8,False,12
land,26462054,4959.49,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,,False,0,,False,0,False,0
office,119850,3860.58,Gandaki,Kaski,Pokhara Metropolitan City,6,0,unfurnished,True,0,,False,3,False,39
home,35844700,1612.18,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,1,fully-furnished,False,25,,False,2,False,18
room,47907,357.95,Bagmati,Chitwan,Bharatpur Metropolitan City,29,0,semi-furnished,False,16,single,False,5,False,13
home,5344823,4943.07,Bagmati,Bhaktapur,Bhaktapur Municipality,21,4,semi-furnished,False,0,,False,1,False,30
room,23656,534.99,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,1,unfurnished,False,0,shared,False,4,False,6
land,26757728,3100.88,Bagmati,Chitwan,Bharatpur Metropolitan City,5,0,,False,20,,False,0,False,0
room,13180,590.15,Bagmati,Kathmandu,Kathmandu Metropolitan City,23,0,semi-furnished,False,13,shared,False,3,False,7
office,127643,3339.08,Bagmati,Lalitpur,Lalitpur Metropolitan City,4,0,semi-furnished,True,0,,False,5,True,37
land,23921741,2071.41,Gandaki,Kaski,Pokhara Metropolitan City,20,0,,False,0,,False,0,False,0
room,24295,995.01,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,1,fully-furnished,True,20,single,True,5,False,12
home,29947500,1801.9,Koshi,Jhapa,Birtamode Municipality,3,5,unfurnished,False,25,,False,3,False,40
office,62165,1012.29,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,0,fully-furnished,False,0,,False,7,False,27
home,33019539,2238.69,Gandaki,Kaski,Pokhara Metropolitan City,16,2,fully-furnished,True,10,,False,4,False,19
land,31991200,3976.97,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,,False,16,,False,0,False,0
office,25377,3103.93,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,0,unfurnished,True,20,,False,2,False,14
land,12748195,3627.22,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,,False,30,,False,0,False,0
office,90400,752.37,Koshi,Jhapa,Birtamode Municipality,7,0,semi-furnished,False,20,,False,1,False,10
home,12478503,3564.19,Koshi,Jhapa,Birtamode Municipality,12,5,unfurnished,False,0,,False,3,False,29
home,45306905,2116.87,Bagmati,Bhaktapur,Bhaktapur Municipality,2,4,unfurnished,True,16,,False,4,False,17
room,11716,532.22,Koshi,Morang,Biratnagar Metropolitan City,19,1,unfurnished,True,0,studio,True,3,False,12
room,35605,618.92,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,2,semi-furnished,False,10,studio,True,2,False,10
land,3913313,1697.98,Koshi,Jhapa,Birtamode Municipality,24,0,,False,10,,False,0,False,0
land,28096721,770.71,Koshi,Jhapa,Birtamode Municipality,20,0,,False,16,,False,0,False,0
office,70890,1315.58,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,unfurnished,False,0,,False,6,True,25
land,32123415,2401.98,Gandaki,Kaski,Pokhara Metropolitan City,26,0,,False,30,,False,0,False,0
room,42793,216.34,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,0,unfurnished,False,13,single,True,1,False,27
land,6939441,4950.28,Gandaki,Kaski,Pokhara Metropolitan City,8,0,,False,30,,False,0,False,0
land,4564004,2268.8,Gandaki,Kaski,Pokhara Metropolitan City,10,0,,False,20,,False,0,False,0
room,38151,719.7,Bagmati,Chitwan,Bharatpur Metropolitan City,11,1,unfurnished,False,20,shared,True,1,False,18
office,113927,532.83,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,unfurnished,False,0,,False,3,False,22
room,25914,332.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,1,fully-furnished,False,13,2bhk,False,3,False,29
home,6093202,1322.29,Koshi,Morang,Biratnagar Metropolitan City,6,5,fully-furnished,False,13,,False,3,False,33
room,34092,785.88,Gandaki,Kaski,Pokhara Metropolitan City,19,2,fully-furnished,True,20,2bhk,False,2,False,3
office,73398,1780.02,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,semi-furnished,True,10,,False,7,True,26
room,8687,127.44,Bagmati,Bhaktapur,Bhaktapur Municipality,28,1,semi-furnished,True,16,studio,True,2,False,6
land,4823558,2867.06,Koshi,Morang,Biratnagar Metropolitan City,24,0,,False,0,,False,0,False,0
home,20461846,1084.98,Koshi,Morang,Biratnagar Metropolitan City,1,1,semi-furnished,False,30,,False,1,False,20
land,41391747,2964.21,Koshi,Jhapa,Birtamode Municipality,23,0,,False,0,,False,0,False,0
home,10036742,1873.77,Koshi,Morang,Biratnagar Metropolitan City,12,2,fully-furnished,False,13,,False,4,False,36
land,27519355,4865.11,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,,False,10,,False,0,False,0
room,28926,625.17,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,2,fully-furnished,True,20,2bhk,False,4,False,30
office,70900,2319.52,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,fully-furnished,True,10,,False,6,False,16
office,20906,2870.61,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,semi-furnished,False,0,,False,3,True,30
land,3401255,1750.75,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,0,,False,30,,False,0,False,0
home,29151185,907.24,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,4,semi-furnished,True,10,,False,2,False,9
home,32170534,1683.4,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,3,semi-furnished,True,10,,False,2,False,20
home,35882783,4726.04,Gandaki,Kaski,Pokhara Metropolitan City,26,4,unfurnished,True,13,,False,2,False,28
home,40897704,1740.1,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,3,unfurnished,True,0,,False,2,False,15
land,3008925,1780.86,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,,False,0,,False,0,False,0
home,16756612,3996.81,Koshi,Jhapa,Birtamode Municipality,15,5,semi-furnished,False,10,,False,2,False,19
land,3610206,4524.67,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,0,,False,30,,False,0,False,0
room,29512,875.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,1,unfurnished,False,10,studio,True,4,False,10
land,17840268,3069.79,Koshi,Jhapa,Birtamode Municipality,13,0,,False,0,,False,0,False,0
land,19499042,4090.99,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,,False,10,,False,0,False,0
home,15103094,4970.16,Bagmati,Bhaktapur,Bhaktapur Municipality,28,2,semi-furnished,False,16,,False,4,False,13
land,36972656,4512.82,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,25,,False,0,False,0
office,115697,4664.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,semi-furnished,True,30,,False,8,True,13
room,10264,314.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,1,unfurnished,False,10,1bhk,False,2,False,20
land,22965636,3453.35,Bagmati,Chitwan,Bharatpur Metropolitan City,3,0,,False,25,,False,0,False,0
home,48486796,1935.04,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,4,semi-furnished,False,20,,False,2,False,27
office,141373,2044.88,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,fully-furnished,False,30,,False,3,True,2
office,106816,4082.8,Gandaki,Kaski,Pokhara Metropolitan City,13,0,semi-furnished,False,30,,False,5,False,4
office,83661,1780.79,Bagmati,Chitwan,Bharatpur Metropolitan City,18,0,unfurnished,True,0,,False,4,False,36
room,41166,331.92,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,2,fully-furnished,False,13,single,False,5,False,22
home,34294267,4055.33,Gandaki,Kaski,Pokhara Metropolitan City,27,3,fully-furnished,True,10,,False,2,False,37
office,40571,914.58,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,unfurnished,True,25,,False,2,False,39
room,8267,326.33,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,fully-furnished,False,16,2bhk,True,2,False,29
room,49744,370.15,Gandaki,Kaski,Pokhara Metropolitan City,32,1,semi-furnished,False,16,2bhk,False,1,False,27
home,40289839,1661.12,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,5,unfurnished,False,0,,False,3,False,34
land,28797967,2945.27,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,,False,25,,False,0,False,0
home,29835506,3217.25,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,4,semi-furnished,False,25,,False,3,False,25
room,48863,718.03,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,1,unfurnished,False,10,2bhk,True,1,False,27
home,13008114,2458.88,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,1,unfurnished,True,20,,False,2,False,26
office,32970,922.32,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,0,semi-furnished,False,13,,False,6,False,32
room,42258,549.34,Koshi,Jhapa,Birtamode Municipality,22,2,semi-furnished,False,13,studio,False,1,False,30
room,8374,487.86,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,fully-furnished,False,20,studio,False,5,False,25
home,28985601,3669.83,Koshi,Jhapa,Birtamode Municipality,19,1,semi-furnished,False,13,,False,3,False,20
home,25302886,4545.45,Bagmati,Lalitpur,Lalitpur Metropolitan City,12,3,fully-furnished,False,13,,False,1,False,9
home,33574995,4631.03,Gandaki,Kaski,Pokhara Metropolitan City,27,1,unfurnished,True,30,,False,3,False,30
land,19451765,785.48,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,0,,False,16,,False,0,False,0
land,20970489,4182.53,Gandaki,Kaski,Pokhara Metropolitan City,20,0,,False,10,,False,0,False,0
office,124505,1114.78,Gandaki,Kaski,Pokhara Metropolitan City,4,0,unfurnished,False,25,,False,1,True,1
land,41814854,1857.19,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,,False,0,,False,0,False,0
land,41645068,3264.42,Koshi,Jhapa,Birtamode Municipality,31,0,,False,16,,False,0,False,0
room,44388,991.03,Bagmati,Bhaktapur,Bhaktapur Municipality,22,1,fully-furnished,True,13,studio,False,5,False,0
room,31195,517.63,Bagmati,Chitwan,Bharatpur Metropolitan City,3,2,unfurnished,False,13,1bhk,True,5,False,10
home,27601082,3642.69,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,5,unfurnished,True,10,,False,4,False,0
room,10902,232.42,Bagmati,Bhaktapur,Bhaktapur Municipality,18,1,fully-furnished,False,20,1bhk,True,3,False,16
land,23949971,1522.2,Bagmati,Chitwan,Bharatpur Metropolitan City,30,0,,False,10,,False,0,False,0
home,34529141,3166.79,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,4,semi-furnished,False,20,,False,4,False,29
room,12370,690.68,Koshi,Morang,Biratnagar Metropolitan City,8,2,unfurnished,False,20,2bhk,True,2,False,0
home,39896590,4104.17,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,4,unfurnished,False,0,,False,4,False,10
home,33814056,4878.51,Gandaki,Kaski,Pokhara Metropolitan City,11,1,unfurnished,False,25,,False,4,False,39
home,37250208,2563.96,Bagmati,Chitwan,Bharatpur Metropolitan City,30,3,unfurnished,True,0,,False,4,False,12
office,97379,1154.43,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,fully-furnished,True,13,,False,2,True,29
home,30601011,4071.55,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,3,semi-furnished,False,16,,False,1,False,26
home,14691306,2732.71,Bagmati,Bhaktapur,Bhaktapur Municipality,9,2,unfurnished,False,0,,False,4,False,39
land,18300753,4500.78,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,0,,False,16,,False,0,False,0
land,21302782,2060.34,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,0,,False,30,,False,0,False,0
office,92376,3454.16,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,0,semi-furnished,False,16,,False,6,False,4
office,46545,1775.61,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,0,unfurnished,True,30,,False,1,False,13
land,24502055,3207.7,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,,False,16,,False,0,False,0
room,47880,558.93,Bagmati,Kathmandu,Kathmandu Metropolitan City,24,2,fully-furnished,False,20,double,False,5,False,16
office,132885,2768.08,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,fully-furnished,True,25,,False,8,False,5
home,17106889,3661.29,Bagmati,Bhaktapur,Bhaktapur Municipality,26,1,unfurnished,True,25,,False,3,False,5
land,46422165,4692.11,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,0,,False,30,,False,0,False,0
office,37539,2700.49,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,7,0,fully-furnished,False,0,,False,7,False,38
land,11855361,2655.13,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,,False,10,,False,0,False,0
home,45714637,2428.01,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,2,fully-furnished,False,25,,False,4,False,19
land,5968810,3769.55,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,16,0,,False,16,,False,0,False,0
room,35116,559.93,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,1,fully-furnished,False,13,2bhk,False,1,False,25
office,120393,3776.75,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,16,0,fully-furnished,True,0,,False,6,False,21
room,10145,708.51,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,1,fully-furnished,True,20,studio,True,5,False,8
room,41364,380.06,Bagmati,Chitwan,Bharatpur Metropolitan City,3,1,fully-furnished,True,13,single,False,4,False,30
land,46498394,4725.7,Bagmati,Kathmandu,Kathmandu Metropolitan City,10,0,,False,30,,False,0,False,0
land,32794294,2422.56,Koshi,Morang,Biratnagar Metropolitan City,13,0,,False,0,,False,0,False,0
office,96386,3795.18,Koshi,Morang,Biratnagar Metropolitan City,5,0,unfurnished,False,30,,False,8,False,34
home,25303998,3483.0,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,3,semi-furnished,False,20,,False,3,False,16
office,119782,416.28,Koshi,Jhapa,Birtamode Municipality,19,0,fully-furnished,False,25,,False,7,False,1
office,100367,4706.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,0,semi-furnished,False,10,,False,8,True,7
office,140192,2429.13,Koshi,Morang,Biratnagar Metropolitan City,24,0,fully-furnished,True,25,,False,8,True,6
office,37918,3640.15,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,14,0,unfurnished,True,13,,False,6,False,10
home,30227246,2060.36,Gandaki,Kaski,Pokhara Metropolitan City,12,3,fully-furnished,False,25,,False,3,False,34
office,81153,412.64,Gandaki,Kaski,Pokhara Metropolitan City,25,0,fully-furnished,False,13,,False,7,False,16
home,47425519,2250.58,Koshi,Jhapa,Birtamode Municipality,8,5,semi-furnished,False,25,,False,1,False,40
room,36963,482.23,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,semi-furnished,True,10,double,True,5,False,21
office,143573,3333.99,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,0,semi-furnished,True,10,,False,5,False,30
land,16649651,4214.38,Koshi,Jhapa,Birtamode Municipality,17,0,,False,25,,False,0,False,0
office,36837,421.4,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,19,0,unfurnished,True,20,,False,7,False,40
home,33504649,4210.01,Gandaki,Kaski,Pokhara Metropolitan City,2,3,unfurnished,True,20,,False,4,False,11
home,35848582,2383.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,1,unfurnished,False,16,,False,4,False,27
land,29451382,4988.74,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,0,,False,10,,False,0,False,0
home,13590333,1364.59,Bagmati,Chitwan,Bharatpur Metropolitan City,3,2,unfurnished,True,13,,False,1,False,4
office,136798,2902.52,Gandaki,Kaski,Pokhara Metropolitan City,28,0,semi-furnished,False,13,,False,1,True,30
land,23429890,1343.8,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,,False,13,,False,0,False,0
land,44391499,1963.19,Koshi,Jhapa,Birtamode Municipality,18,0,,False,10,,False,0,False,0
home,25404144,1063.2,Gandaki,Kaski,Pokhara Metropolitan City,23,4,semi-furnished,False,13,,False,2,False,24
land,11606086,1759.23,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,0,,False,16,,False,0,False,0
land,46140655,3860.78,Gandaki,Kaski,Pokhara Metropolitan City,23,0,,False,16,,False,0,False,0
room,39848,675.42,Koshi,Morang,Biratnagar Metropolitan City,11,2,semi-furnished,False,0,shared,True,1,False,6
room,29923,975.52,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,1,fully-furnished,True,13,shared,False,5,False,12
home,40966571,3040.47,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,2,unfurnished,True,13,,False,4,False,15
land,21521598,4678.15,Gandaki,Kaski,Pokhara Metropolitan City,17,0,,False,16,,False,0,False,0
room,20974,363.17,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,1,semi-furnished,True,0,shared,False,5,False,16
room,8529,157.17,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,1,fully-furnished,False,13,double,False,4,False,20
office,26785,2715.01,Koshi,Jhapa,Birtamode Municipality,7,0,unfurnished,False,20,,False,1,True,6
office,47017,703.14,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,16,0,unfurnished,True,13,,False,2,True,16
office,42391,2813.85,Gandaki,Kaski,Pokhara Metropolitan City,31,0,unfurnished,True,30,,False,1,False,35
office,108000,513.09,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,0,semi-furnished,False,16,,False,5,True,21
land,46734700,3461.95,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,0,,False,30,,False,0,False,0
home,49060036,4252.27,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,2,fully-furnished,True,13,,False,3,False,11
