propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears,popularityScore
office,37949,4332.46,Koshi,Morang,Biratnagar Metropolitan City,30,0,semi-furnished,True,30,,False,5,True,29,40.72
home,40547550,3528.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,2,fully-furnished,False,16,,False,2,False,15,73.61
office,141433,3559.05,Gandaki,Kaski,Pokhara Metropolitan City,10,0,unfurnished,False,13,,False,2,False,31,25.51
office,73345,2158.49,Koshi,Jhapa,Birtamode Municipality,1,0,unfurnished,True,25,,False,3,False,12,54.23
land,13170260,4950.29,Bagmati,Kathmandu,Kathmandu Metropolitan City,5,0,,False,0,,False,0,False,0,33.64
room,24588,213.85,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,1,fully-furnished,True,16,studio,False,1,False,30,46.1
home,47824679,2894.81,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,1,unfurnished,True,16,,False,1,False,21,53.62
room,47281,889.04,Bagmati,Chitwan,Bharatpur Metropolitan City,28,1,fully-furnished,False,16,shared,True,1,False,27,41.17
home,11280162,3410.85,Gandaki,Kaski,Pokhara Metropolitan City,17,5,fully-furnished,False,0,,False,1,False,4,71.99
room,39142,452.35,Bagmati,Lalitpur,Lalitpur Metropolitan City,19,1,unfurnished,True,20,single,True,5,False,23,47.16
land,7572645,1797.71,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,,False,0,,False,0,False,0,32.88
land,26392200,1740.56,Bagmati,Chitwan,Bharatpur Metropolitan City,18,0,,False,16,,False,0,False,0,42.72
room,29638,718.39,Koshi,Jhapa,Birtamode Municipality,5,1,unfurnished,True,13,1bhk,True,4,False,9,24.45
room,20916,555.12,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,unfurnished,True,0,studio,False,4,False,9,34.41
land,33252875,4315.42,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,0,,False,20,,False,0,False,0,38.1
land,43815505,4836.89,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,,False,0,,False,0,False,0,40.48
office,99470,2202.55,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,unfurnished,True,16,,False,2,False,5,48.2
room,41905,481.86,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,2,fully-furnished,True,20,1bhk,False,4,False,14,64.56
home,9407232,1471.29,Koshi,Morang,Biratnagar Metropolitan City,13,4,fully-furnished,False,30,,False,1,False,21,69.19
home,28926797,1596.28,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,24,5,fully-furnished,False,16,,False,3,False,28,61.15
room,23690,428.27,Bagmati,Bhaktapur,Bhaktapur Municipality,16,1,unfurnished,True,13,double,False,4,False,21,42.63
land,35344984,4593.31,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,,False,13,,False,0,False,0,52.08
land,39200256,3629.67,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,,False,30,,False,0,False,0,56.35
office,99266,2875.85,Bagmati,Chitwan,Bharatpur Metropolitan City,28,0,fully-furnished,True,30,,False,4,True,9,70.17
room,38279,241.83,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,14,1,semi-furnished,False,16,1bhk,True,3,False,10,22.53
room,16243,248.15,Bagmati,Lalitpur,Lalitpur Metropolitan City,4,1,semi-furnished,False,0,double,True,5,False,14,37.55
land,3535042,1237.77,Gandaki,Kaski,Pokhara Metropolitan City,31,0,,False,25,,False,0,False,0,63.72
home,36884482,4790.55,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,4,semi-furnished,True,0,,False,3,False,8,50.0
home,31168156,3540.39,Koshi,Morang,Biratnagar Metropolitan City,31,2,fully-furnished,True,0,,False,4,False,5,58.68
land,21700426,4257.31,Bagmati,Bhaktapur,Bhaktapur Municipality,4,0,,False,10,,False,0,False,0,46.95
room,11396,539.97,Gandaki,Kaski,Pokhara Metropolitan City,19,1,unfurnished,False,16,studio,True,5,False,26,36.28
land,27478936,1165.85,Koshi,Jhapa,Birtamode Municipality,31,0,,False,25,,False,0,False,0,56.59
room,37835,462.37,Koshi,Jhapa,Birtamode Municipality,26,2,semi-furnished,True,20,1bhk,False,5,False,27,52.1
home,6078961,4071.71,Gandaki,Kaski,Pokhara Metropolitan City,19,1,unfurnished,False,10,,False,2,False,18,57.43
office,80148,1222.5,Bagmati,Bhaktapur,Bhaktapur Municipality,24,0,unfurnished,True,25,,False,3,True,5,47.8
room,8870,985.67,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,2,fully-furnished,False,13,studio,True,4,False,1,67.71
room,46452,809.73,Bagmati,Lalitpur,Lalitpur Metropolitan City,32,0,fully-furnished,False,0,2bhk,True,1,False,2,62.24
home,38817456,837.44,Koshi,Jhapa,Birtamode Municipality,27,1,fully-furnished,False,13,,False,2,False,16,60.88
room,21323,877.17,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,1,semi-furnished,False,20,1bhk,True,3,False,15,58.91
home,32039480,1991.49,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,4,unfurnished,True,30,,False,3,False,24,89.88
office,108968,4309.4,Gandaki,Kaski,Pokhara Metropolitan City,25,0,fully-furnished,True,0,,False,4,True,31,53.21
office,122063,2014.88,Bagmati,Bhaktapur,Bhaktapur Municipality,28,0,unfurnished,True,13,,False,7,False,16,43.09
office,25163,1663.46,Bagmati,Bhaktapur,Bhaktapur Municipality,9,0,fully-furnished,True,0,,False,7,True,5,58.45
office,97231,1802.26,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,fully-furnished,False,13,,False,4,True,31,48.72
office,135226,3729.28,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,unfurnished,True,10,,False,6,False,13,42.1
home,8906568,1175.52,Koshi,Jhapa,Birtamode Municipality,1,1,unfurnished,True,20,,False,1,False,33,44.84
land,3238337,2940.48,Gandaki,Kaski,Pokhara Metropolitan City,29,0,,False,30,,False,0,False,0,73.16
land,18478053,2964.93,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,,False,13,,False,0,False,0,40.9
land,43274490,3038.15,Bagmati,Chitwan,Bharatpur Metropolitan City,22,0,,False,30,,False,0,False,0,71.69
land,20616889,912.29,Bagmati,Bhaktapur,Bhaktapur Municipality,15,0,,False,25,,False,0,False,0,62.75
office,51777,2296.08,Gandaki,Kaski,Pokhara Metropolitan City,27,0,semi-furnished,False,10,,False,1,True,8,37.32
office,148993,1939.31,Bagmati,Bhaktapur,Bhaktapur Municipality,5,0,unfurnished,False,30,,False,8,False,29,46.8
room,13785,166.29,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,0,semi-furnished,True,10,single,False,4,False,29,9.55
office,32407,4900.04,Gandaki,Kaski,Pokhara Metropolitan City,19,0,unfurnished,True,25,,False,5,True,27,52.02
office,66658,3747.2,Gandaki,Kaski,Pokhara Metropolitan City,27,0,unfurnished,True,30,,False,2,False,31,56.58
office,82746,2692.71,Koshi,Jhapa,Birtamode Municipality,7,0,semi-furnished,True,25,,False,4,False,15,44.03
room,33985,179.0,Koshi,Jhapa,Birtamode Municipality,2,1,semi-furnished,False,10,1bhk,True,2,False,13,28.96
office,110587,2719.2,Koshi,Jhapa,Birtamode Municipality,29,0,unfurnished,True,20,,False,4,False,25,56.32
office,92128,1094.34,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,0,unfurnished,True,16,,False,5,True,20,44.46
land,44774387,2090.87,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,0,,False,16,,False,0,False,0,38.65
office,147733,2339.02,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,0,unfurnished,False,16,,False,5,True,35,51.37
room,12747,385.38,Gandaki,Kaski,Pokhara Metropolitan City,2,1,fully-furnished,False,0,studio,False,4,False,17,53.83
land,26654505,3237.99,Gandaki,Kaski,Pokhara Metropolitan City,9,0,,False,30,,False,0,False,0,61.54
room,36927,580.94,Koshi,Jhapa,Birtamode Municipality,6,0,unfurnished,True,13,1bhk,False,1,False,1,47.59
land,15323581,3789.12,Koshi,Morang,Biratnagar Metropolitan City,1,0,,False,13,,False,0,False,0,57.85
home,37968927,3156.95,Bagmati,Chitwan,Bharatpur Metropolitan City,29,3,unfurnished,False,0,,False,2,False,1,46.99
home,15061329,1318.66,Bagmati,Bhaktapur,Bhaktapur Municipality,2,3,unfurnished,True,0,,False,4,False,40,42.52
office,118859,1103.3,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,0,fully-furnished,False,25,,False,6,True,11,76.02
home,19147931,2513.91,Bagmati,Bhaktapur,Bhaktapur Municipality,13,1,unfurnished,True,16,,False,2,False,2,77.66
office,37839,393.12,Bagmati,Kathmandu,Kathmandu Metropolitan City,13,0,semi-furnished,True,16,,False,7,True,16,52.74
room,49619,522.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,16,1,fully-furnished,False,16,2bhk,True,3,False,9,46.11
room,40508,710.46,Koshi,Jhapa,Birtamode Municipality,27,1,fully-furnished,False,20,studio,True,3,False,20,66.42
room,29646,296.98,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,semi-furnished,False,16,1bhk,False,3,False,29,25.73
home,24909424,2928.04,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,5,unfurnished,True,25,,False,3,False,35,56.23
home,19484395,4294.92,Koshi,Jhapa,Birtamode Municipality,27,4,semi-furnished,False,20,,False,3,False,15,63.19
land,38200271,2732.88,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,,False,16,,False,0,False,0,66.58
room,34772,243.16,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,1,unfurnished,False,13,double,False,5,False,22,38.67
land,23508574,802.25,Koshi,Morang,Biratnagar Metropolitan City,23,0,,False,13,,False,0,False,0,52.02
room,42865,636.29,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,1,semi-furnished,False,10,2bhk,True,1,False,14,52.03
room,47551,925.99,Gandaki,Kaski,Pokhara Metropolitan City,12,1,unfurnished,True,16,studio,True,4,False,29,45.82
room,30633,671.44,Bagmati,Bhaktapur,Bhaktapur Municipality,18,0,fully-furnished,True,0,studio,True,3,False,17,49.39
land,11902343,865.34,Koshi,Morang,Biratnagar Metropolitan City,23,0,,False,25,,False,0,False,0,32.48
room,20123,120.84,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,semi-furnished,True,13,double,True,2,False,29,26.1
room,40209,841.93,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,1,fully-furnished,True,0,single,True,2,False,21,46.68
land,14198444,4973.16,Koshi,Morang,Biratnagar Metropolitan City,18,0,,False,16,,False,0,False,0,36.43
home,14998357,4231.88,Koshi,Morang,Biratnagar Metropolitan City,30,5,semi-furnished,False,10,,False,3,False,7,65.65
room,20611,301.1,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,1,semi-furnished,False,13,single,False,4,False,1,45.63
home,36986531,1193.82,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,3,semi-furnished,False,13,,False,2,False,29,76.02
office,91279,2527.36,Bagmati,Kathmandu,Kathmandu Metropolitan City,9,0,fully-furnished,False,16,,False,4,True,28,69.46
office,38402,4989.13,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,fully-furnished,False,30,,False,8,False,27,41.92
office,42780,4449.96,Bagmati,Bhaktapur,Bhaktapur Municipality,17,0,semi-furnished,True,20,,False,5,True,32,44.76
office,101452,366.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,fully-furnished,False,20,,False,4,True,38,44.63
home,20761950,4118.42,Koshi,Jhapa,Birtamode Municipality,2,5,unfurnished,False,0,,False,4,False,31,38.08
room,29622,129.24,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,1,fully-furnished,False,16,double,True,2,False,30,37.88
room,42800,845.01,Gandaki,Kaski,Pokhara Metropolitan City,15,0,semi-furnished,False,0,2bhk,False,2,False,1,36.68
room,32003,460.66,Bagmati,Bhaktapur,Bhaktapur Municipality,16,0,unfurnished,True,20,double,True,1,False,7,36.25
home,29903122,2319.61,Bagmati,Chitwan,Bharatpur Metropolitan City,31,4,semi-furnished,False,10,,False,1,False,7,67.62
room,49203,773.64,Koshi,Morang,Biratnagar Metropolitan City,2,1,fully-furnished,True,20,2bhk,True,3,False,7,65.86
room,13541,923.82,Koshi,Jhapa,Birtamode Municipality,15,0,unfurnished,True,20,studio,False,1,False,21,27.43
room,46308,467.2,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,0,unfurnished,False,20,double,False,3,False,25,46.47
office,86746,4329.0,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,0,fully-furnished,False,10,,False,2,True,32,41.74
home,44842796,1458.27,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,5,fully-furnished,False,20,,False,1,False,20,73.95
home,37483803,2627.63,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,1,fully-furnished,False,10,,False,4,False,31,61.84
office,97969,1927.41,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,0,unfurnished,True,13,,False,4,True,16,51.31
room,19637,109.32,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,fully-furnished,False,20,double,False,5,False,19,29.29
home,8710463,3479.4,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,2,unfurnished,False,20,,False,4,False,28,52.2
land,6189287,3488.87,Koshi,Jhapa,Birtamode Municipality,16,0,,False,13,,False,0,False,0,41.4
home,35818955,2513.97,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,3,semi-furnished,True,20,,False,2,False,15,70.92
land,19346841,1024.72,Koshi,Jhapa,Birtamode Municipality,3,0,,False,30,,False,0,False,0,49.39
home,8252644,1524.6,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,3,fully-furnished,True,10,,False,3,False,24,57.67
land,3196092,1386.64,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,,False,0,,False,0,False,0,33.0
home,16664367,4143.6,Gandaki,Kaski,Pokhara Metropolitan City,24,1,unfurnished,True,25,,False,1,False,24,53.16
land,3606502,1655.73,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,27,0,,False,10,,False,0,False,0,39.74
land,28526575,4958.54,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,,False,20,,False,0,False,0,44.19
office,76152,3345.68,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,semi-furnished,True,0,,False,1,True,22,41.31
land,9692307,3704.62,Bagmati,Bhaktapur,Bhaktapur Municipality,17,0,,False,30,,False,0,False,0,57.76
office,76846,2446.73,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,0,fully-furnished,False,20,,False,6,True,34,58.08
land,3430822,1631.77,Koshi,Morang,Biratnagar Metropolitan City,12,0,,False,20,,False,0,False,0,58.38
land,42201026,4493.26,Koshi,Morang,Biratnagar Metropolitan City,8,0,,False,30,,False,0,False,0,50.19
room,31813,425.63,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,2,unfurnished,False,10,1bhk,False,3,False,10,30.41
land,36454862,2650.13,Koshi,Jhapa,Birtamode Municipality,12,0,,False,0,,False,0,False,0,29.92
office,126283,3751.5,Gandaki,Kaski,Pokhara Metropolitan City,29,0,fully-furnished,False,30,,False,3,False,15,57.34
office,72654,932.02,Koshi,Morang,Biratnagar Metropolitan City,7,0,semi-furnished,False,20,,False,4,True,23,43.73
office,45637,2456.2,Koshi,Morang,Biratnagar Metropolitan City,14,0,unfurnished,False,25,,False,5,True,10,40.6
home,9620280,3602.31,Bagmati,Bhaktapur,Bhaktapur Municipality,19,3,semi-furnished,False,16,,False,2,False,31,44.66
home,12412173,803.56,Koshi,Jhapa,Birtamode Municipality,14,1,semi-furnished,False,30,,False,1,False,19,54.21
land,37316701,1497.95,Bagmati,Bhaktapur,Bhaktapur Municipality,24,0,,False,10,,False,0,False,0,52.43
office,140990,1273.88,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,semi-furnished,False,16,,False,1,False,24,52.28
office,138278,3087.83,Koshi,Morang,Biratnagar Metropolitan City,25,0,semi-furnished,True,10,,False,7,True,0,45.26
room,47541,537.78,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,1,semi-furnished,True,0,shared,True,2,False,24,38.6
home,30722946,4727.18,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,3,unfurnished,True,13,,False,1,False,2,56.32
land,49009249,3894.16,Bagmati,Chitwan,Bharatpur Metropolitan City,25,0,,False,10,,False,0,False,0,45.98
land,37464628,1432.46,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,0,,False,10,,False,0,False,0,45.63
office,22676,2737.39,Bagmati,Chitwan,Bharatpur Metropolitan City,8,0,fully-furnished,True,16,,False,7,True,30,50.52
office,82529,4213.36,Koshi,Morang,Biratnagar Metropolitan City,17,0,semi-furnished,False,20,,False,1,False,10,29.44
land,21734066,1234.23,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,,False,20,,False,0,False,0,52.9
room,14220,420.35,Koshi,Jhapa,Birtamode Municipality,27,0,fully-furnished,False,0,studio,True,3,False,13,36.27
land,9316177,1560.5,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,10,,False,0,False,0,52.53
room,19665,503.77,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,2,fully-furnished,False,20,shared,False,2,False,15,74.01
land,17177361,3168.02,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,6,0,,False,20,,False,0,False,0,50.86
office,34919,3579.19,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,fully-furnished,True,16,,False,2,False,31,43.71
home,19884973,1282.66,Koshi,Morang,Biratnagar Metropolitan City,11,2,semi-furnished,True,30,,False,2,False,4,73.65
room,10975,620.56,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,1,unfurnished,True,10,studio,True,5,False,11,24.0
room,30396,553.17,Bagmati,Chitwan,Bharatpur Metropolitan City,22,2,fully-furnished,True,10,studio,False,2,False,19,46.12
home,27952959,4064.22,Bagmati,Bhaktapur,Bhaktapur Municipality,21,1,semi-furnished,False,0,,False,2,False,20,39.06
land,31250941,4277.91,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,0,,False,10,,False,0,False,0,49.74
home,7504681,2504.43,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,1,unfurnished,False,10,,False,3,False,22,45.28
land,40235938,3810.31,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,,False,13,,False,0,False,0,46.82
home,19604771,2118.6,Koshi,Morang,Biratnagar Metropolitan City,7,1,unfurnished,True,0,,False,4,False,38,34.14
room,36091,685.55,Koshi,Jhapa,Birtamode Municipality,3,1,semi-furnished,False,10,2bhk,False,1,False,17,49.57
land,15628712,2778.86,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,,False,13,,False,0,False,0,47.54
office,28721,2688.64,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,0,fully-furnished,True,20,,False,8,True,27,69.13
land,11121775,3677.37,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,0,,False,16,,False,0,False,0,56.18
room,19813,735.71,Gandaki,Kaski,Pokhara Metropolitan City,1,1,fully-furnished,True,10,2bhk,False,1,False,22,51.47
home,21484188,2529.54,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,2,unfurnished,True,16,,False,3,False,19,55.5
land,23804008,3489.9,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,,False,13,,False,0,False,0,57.48
home,42094216,3995.27,Bagmati,Chitwan,Bharatpur Metropolitan City,19,3,fully-furnished,True,10,,False,3,False,15,48.01
land,26557713,2588.64,Koshi,Morang,Biratnagar Metropolitan City,20,0,,False,25,,False,0,False,0,52.38
land,25572941,3526.69,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,,False,16,,False,0,False,0,61.31
land,36218404,1143.12,Bagmati,Chitwan,Bharatpur Metropolitan City,19,0,,False,13,,False,0,False,0,49.81
land,24469400,2710.07,Gandaki,Kaski,Pokhara Metropolitan City,13,0,,False,13,,False,0,False,0,40.1
room,49512,991.11,Bagmati,Bhaktapur,Bhaktapur Municipality,21,0,unfurnished,True,16,single,True,1,False,20,42.7
room,25509,387.57,Gandaki,Kaski,Pokhara Metropolitan City,25,1,unfurnished,True,0,2bhk,True,2,False,15,49.5
office,142754,3040.5,Koshi,Jhapa,Birtamode Municipality,28,0,semi-furnished,True,30,,False,3,False,14,64.11
office,32172,2972.8,Gandaki,Kaski,Pokhara Metropolitan City,6,0,fully-furnished,True,20,,False,1,True,19,57.04
room,32808,364.65,Bagmati,Bhaktapur,Bhaktapur Municipality,10,2,unfurnished,True,20,2bhk,True,3,False,13,55.92
home,41158118,3633.09,Gandaki,Kaski,Pokhara Metropolitan City,20,5,fully-furnished,True,13,,False,2,False,30,66.54
land,44090357,2575.57,Koshi,Morang,Biratnagar Metropolitan City,25,0,,False,13,,False,0,False,0,33.74
office,43033,4116.1,Bagmati,Kathmandu,Kathmandu Metropolitan City,24,0,semi-furnished,True,25,,False,3,False,39,43.15
room,25628,118.74,Bagmati,Bhaktapur,Bhaktapur Municipality,22,1,semi-furnished,True,20,shared,True,5,False,20,45.57
room,39431,891.22,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,fully-furnished,False,20,studio,False,3,False,6,47.47
land,6006582,2440.89,Koshi,Morang,Biratnagar Metropolitan City,31,0,,False,13,,False,0,False,0,44.53
land,42722935,719.48,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,0,,False,30,,False,0,False,0,56.52
room,37840,595.43,Koshi,Morang,Biratnagar Metropolitan City,9,1,semi-furnished,False,20,2bhk,False,4,False,16,59.84
office,100123,3068.5,Koshi,Jhapa,Birtamode Municipality,29,0,unfurnished,False,16,,False,1,False,6,53.5
land,8704490,3212.24,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,0,,False,30,,False,0,False,0,76.57
office,146271,679.73,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,fully-furnished,False,30,,False,8,True,21,53.21
office,115406,2268.51,Koshi,Jhapa,Birtamode Municipality,23,0,semi-furnished,True,25,,False,6,True,34,47.79
office,70378,3525.26,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,0,semi-furnished,False,13,,False,3,True,18,26.78
room,29473,617.94,Gandaki,Kaski,Pokhara Metropolitan City,28,0,semi-furnished,False,0,2bhk,False,4,False,13,48.38
office,37788,1761.07,Gandaki,Kaski,Pokhara Metropolitan City,22,0,unfurnished,False,10,,False,7,True,30,25.17
